mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	0	0	5/8	6/8	2	1	d.i{					d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	2	12	0.14285714285714285	0.0625	1.1875	0.05
2	1	5/8	5/8	6/8	2	1	IV					d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	2	12	0.14285714285714285	0.0625	1.1875	0.05
3	2	5/8	5/8	6/8	2	1	i	0	-4.53757	/		d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	8	0.2	0.0625	0.4375	0.125
4	3	1/4	1/4	6/8	2	1	VI					d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	2	8	0.2	0.0625	0.4375	0.125
4	3	5/8	5/8	6/8	2	1	i					d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	12	0.14285714285714285	0.0625	1.1875	0.05
5	4	5/8	5/8	6/8	2	1	III					d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	2	12	0.14285714285714285	0.0625	1.1875	0.05
6	5	5/8	5/8	6/8	2	1	v					d	i		v	v							m	1	1	3, 0, 4		3.0	3.0	2	8	0.2	0.0625	0.4375	0.125
7	6	1/4	1/4	6/8	2	1	V(6)/v					d	i		V(6)/v	V			6	v			M	1	1	4, 8, 0		4.0	4.0	0	6	0.0	0.0	0.9375	0.0
8	7	0	0	6/8	2	1	V7(6)/v					d	i		V7(6)/v	V		7	6	v			Mm7	1	1	4, 8, 0, 2		4.0	4.0	1	11	0.08333333333333333	0.0625	1.8125	0.03333333333333333
9	8	0	0	6/8	2	1	i/v|PAC}					d	i		i/v	i				v	PAC	}	m	1	1	3, 0, 4		3.0	3.0	0	9	0.0	0.0	1.625	0.0
10	8	0	5/8	6/8	2	1	ii%43{					d	i		ii%43	ii	%	43				{	%7	1	1	-2, 2, 4, 1		4.0	-2.0	8	32	0.2	0.4375	5.3125	0.07608695652173914
14	12	0	0	6/8	2	1	V					d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	2	9	0.18181818181818182	0.25	2.0	0.1111111111111111
15	13	1/4	1/4	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
15	13	3/8	3/8	6/8	2	1	#IV6	-0.076016	3.19594	/		d	i		#IV6	#IV		6					M	1	1	12, 9, 8		8.0	12.0	0	3	0.0	0.0	0.375	0.0
15	13	5/8	5/8	6/8	2	1	IV6					d	i		IV6	IV		6					M	1	1	5, 2, 1		1.0	5.0	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
16	14	0	0	6/8	2	1	#III6					d	i		#III6	#III		6					M	1	1	10, 7, 6		6.0	10.0	0	3	0.0	0.0	0.375	0.0
16	14	1/4	1/4	6/8	2	1	III6					d	i		III6	III		6					M	1	1	3, 0, -1		-1.0	3.0	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
16	14	3/8	3/8	6/8	2	1	II6					d	i		II6	II		6					M	1	1	8, 5, 4		4.0	8.0	0	3	0.0	0.0	0.375	0.0
16	14	5/8	5/8	6/8	2	1	I6					d	i		I6	I		6					M	1	1	6, 3, 2		2.0	6.0	2	4	0.3333333333333333	0.0625	0.3125	0.16666666666666666
17	15	0	0	6/8	2	1	III+				V+64	d	i		III+	III	+						+	1	1	-1, 3, 7		-1.0	-1.0	0	3	0.0	0.0	0.375	0.0
17	15	1/4	1/4	6/8	2	1	v64					d	i		v64	v		64					m	1	1	4, 3, 0		3.0	4.0	0	6	0.0	0.0	0.375	0.0
17	15	3/8	3/8	6/8	2	1	V65/ii					d	i		V65/ii	V		65		ii			Mm7	1	1	9, 6, 3, 5		5.0	9.0	0	3	0.0	0.0	0.375	0.0
17	15	5/8	5/8	6/8	2	1	V2(b5)/V	0	-6.19604	/		d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
18	16	0	0	6/8	2	1	V6}					d	i		V6	V		6				}	M	1	1	7, 4, 3		3.0	7.0	0	4	0.0	0.0	0.4375	0.0
18	16	1/4	1/4	6/8	2	1	V|HC					d	i		V	V					HC		M	1	1	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
18	16	5/8	5/8	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
19	17	0	0	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	4	0.0	0.0	0.4375	0.0
19	17	1/4	1/4	6/8	2	1	V					d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
19	17	5/8	5/8	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
20	18	0	0	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	4	0.0	0.0	0.4375	0.0
20	18	1/4	1/4	6/8	2	1	V					d	i		V	V							M	1	1	3, 7, 4		3.0	3.0	0	2	0.0	0.0	0.25	0.0
20	18	5/8	5/8	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
21	19	0	0	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.375	0.0
21	19	1/4	1/4	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
21	19	3/8	3/8	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.375	0.0
21	19	5/8	5/8	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
22	20	0	0	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.375	0.0
22	20	1/4	1/4	6/8	2	1	V2(b5)/V					d	i		V2(b5)/V	V		2	b5	V			Mm7	1	1	2, 4, 8, -2		4.0	2.0	0	6	0.0	0.0	0.375	0.0
22	20	3/8	3/8	6/8	2	1	V6					d	i		V6	V		6					M	1	1	7, 4, 3		3.0	7.0	0	3	0.0	0.0	0.375	0.0
22	20	5/8	5/8	6/8	2	1	i{					d	i		i	i						{	m	1	1	2, -1, 3		2.0	2.0	3	13	0.1875	0.0875	0.6625	0.11666666666666665
23	21	5/8	5/8	6/8	2	1	IV					d	i		IV	IV							M	1	1	1, 5, 2		1.0	1.0	3	13	0.1875	0.0875	0.6625	0.11666666666666665
24	22	5/8	5/8	6/8	2	1	i					d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	2	8	0.2	0.0625	0.4375	0.125
25	23	1/4	1/4	6/8	2	1	VI					d	i		VI	VI							M	1	1	-2, 2, -1		-2.0	-2.0	2	8	0.2	0.0625	0.4375	0.125
25	23	5/8	5/8	6/8	2	1	i					d	i		i	i							m	1	1	2, -1, 3		2.0	2.0	3	13	0.1875	0.0875	0.6625	0.11666666666666665
26	24	5/8	5/8	6/8	2	1	bI+				bVI+/III	d	i		bI+	bI	+						+	1	1	-5, -1, 3		-5.0	-5.0	3	13	0.1875	0.0875	0.6625	0.11666666666666665
27	25	5/8	5/8	6/8	2	1	III					d	i		III	III							M	1	1	-1, 3, 0		-1.0	-1.0	3	14	0.17647058823529413	0.08333333333333333	0.6666666666666666	0.1111111111111111
28	26	9/16	9/16	6/8	2	1	V7(6)					d	i		V7(6)	V		7	6				Mm7	1	1	3, 7, -1, 1		3.0	3.0	1	13	0.07142857142857142	0.0625	1.5	0.04
30	28	0	0	6/8	2	1	i|PAC}					d	i		i	i					PAC	}	m	1	1	2, -1, 3		2.0	2.0	0	9	0.0	0.0	1.625	0.0
31	28	0	5/8	6/8	2	1	ii%43/iv{					d	i		ii%43/iv	ii	%	43		iv		{	%7	1	1	-3, 1, 3, 0		3.0	-3.0	10	42	0.19230769230769232	0.6875	6.4375	0.09649122807017543
