mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
1	1	0	0	0.0	0	0	StaffText	2/2	1	1	0							"<font size=""13.0217""/><font face=""Plantin MT Std""/><b>Lento lugubre</b>"								
1	1	0	0	0.0	0	0	Dynamic	2/2	1	1	0					p										
1	1	0	0	0.0	0	0	Tempo	2/2	1	1	0								𝅘𝅥=50	50.0	𝅘𝅥	50.0	0.0			
1	1	0	0	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	0											
1	1	1	1	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	1											
1	1	3/2	3/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	2											
1	1	2	2	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	3											
1	1	7/2	7/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	4											
1	1	0	0	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	5											
1	1	2	2	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	6											
1	1	0	0	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	7											
1	1	2	2	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	8											
2	2	4	4	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	9											
2	2	5	5	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	10											
2	2	7	7	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	11											
2	2	4	4	4.0	0	0	Chord	2/2	1	2	1		1	1	12											
2	2	4	4	4.0	0	0	Chord	2/2	2	1	1		1	1	13											
3	3	8	8	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	14											
3	3	9	9	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	15											
3	3	19/2	19/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	16											
3	3	10	10	0.0	1/2	1/2	Spanner	2/2	1	1	0															0
3	3	10	10	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	17											0
3	3	23/2	23/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	18											0
3	3	8	8	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	19											0
3	3	10	10	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	20											0
3	3	11	11	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	21											0
3	3	8	8	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	22											
3	3	10	10	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	23											
4	4	12	12	0.0	0	0	Spanner	2/2	1	1	0															
4	4	12	12	0.0	0	0	Spanner	2/2	1	1	0														0	
4	4	12	12	3.0	0	0	Chord	2/2	1	1	3/4		1/2	3/2	24										0	
4	4	14	14	0.0	1/2	1/2	Spanner	2/2	1	1	0															
4	4	15	15	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	25											
4	4	12	12	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	26											
4	4	14	14	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	27											
4	4	12	12	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	28											
4	4	14	14	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	29											
5	5	16	16	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	30											
5	5	17	17	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	31											
5	5	35/2	35/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	32											
5	5	18	18	0.0	1/2	1/2	StaffText	2/2	1	1	0							cresc.								
5	5	18	18	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	33											
5	5	39/2	39/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	34											
5	5	16	16	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	35											
5	5	18	18	2.0	1/2	1/2	Chord	2/2	1	2	1/2		1/2	1	36											
5	5	16	16	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	37											
5	5	18	18	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	38											
6	6	20	20	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	39											
6	6	21	21	2.0	1/4	1/4	Chord	2/2	1	1	1/2		1/2	1	40											
6	6	23	23	0.0	3/4	3/4	StaffText	2/2	1	1	0							"<font size=""11.9365""/><font face=""Plantin MT Std""/>dim."								
6	6	23	23	1.0	3/4	3/4	Chord	2/2	1	1	1/4		1/4	1	41											
6	6	20	20	3.0	0	0	Chord	2/2	1	2	3/4		1/2	3/2	42											
6	6	23	23	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	43											
6	6	20	20	3.0	0	0	Chord	2/2	2	1	3/4		1/2	3/2	44											
6	6	23	23	1.0	3/4	3/4	Chord	2/2	2	1	1/4		1/4	1	45											
7	7	24	24	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	46											
7	7	25	25	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	47											
7	7	51/2	51/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	48											
7	7	26	26	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	49											
7	7	55/2	55/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8		1/8	1	50											
7	7	24	24	2.0	0	0	Chord	2/2	1	2	1/2		1/2	1	51											
7	7	26	26	1.0	1/2	1/2	Chord	2/2	1	2	1/4		1/4	1	52											
7	7	27	27	1.0	3/4	3/4	Chord	2/2	1	2	1/4		1/4	1	53											
7	7	24	24	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	54											
7	7	26	26	2.0	1/2	1/2	Chord	2/2	2	1	1/2		1/2	1	55											
8	8	28	28	2.0	0	0	Chord	2/2	1	1	1/2		1/2	1	56											
8	8	30	30	1.0	1/2	1/2	Chord	2/2	1	1	1/4		1/4	1	57											
8	8	28	28	2.0	0	0	Chord	2/2	2	1	1/2		1/2	1	58											
8	8	30	30	1.0	1/2	1/2	Chord	2/2	2	1	1/4		1/4	1	59											
9	9	32	32	1.0	0	0	Chord	2/2	1	1	1/4		1/4	1	60											
9	9	33	33	0.5	1/4	1/4	Chord	2/2	1	1	1/8		1/8	1	61											
9	9	67/2	67/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8		1/8	1	62											
9	9	34	34	1.5	1/2	1/2	Chord	2/2	1	1	3/8		1/4	3/2	63											
